ID,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine(cc),Power(bhp),Seats,Price(in 10000$)
1734,Maruti Swift Dzire VDI,2014,32000,Diesel,Manual,First,23.4 kmpl,1248,74,5,4.35
1735,Ford Ecosport 1.5 DV5 MT Titanium,2014,62700,Diesel,Manual,First,22.7 kmpl,1498,89.84,5,6.8
1736,Maruti Swift Dzire VDi,2010,71000,Diesel,Manual,First,19.3 kmpl,1248,73.9,5,3.3
1737,Hyundai Grand i10 Sportz,2016,19947,Petrol,Manual,First,18.9 kmpl,1197,82,5,5.04
1738,Ford Endeavour 3.0L 4X4 AT,2012,91000,Diesel,Automatic,First,11.4 kmpl,2953,153.86,7,9.2
1739,Volkswagen Polo Diesel Highline 1.2L,2014,74000,Diesel,Manual,First,22.07 kmpl,1199,73.9,5,5.7
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,2018,55594,Diesel,Manual,First,18.49 kmpl,1493,100,7,8.48
1741,BMW X6 xDrive 40d,2013,58000,Diesel,Automatic,First,11.2 kmpl,2993,306,4,48
1742,Renault Duster 110PS Diesel RxZ,2012,110224,Diesel,Manual,First,19.01 kmpl,1461,108.45,5,6.1
1743,Maruti Wagon R LXI,2010,21002,Petrol,Manual,First,22.5 kmpl,998,67.04,5,2.75
1744,Maruti Ertiga SHVS VDI,2017,121000,Diesel,Manual,First,24.52 kmpl,1248,88.5,7,8
1745,Maruti Alto LXi BSIII,2010,73513,Petrol,Manual,First,19.7 kmpl,796,46.3,5,1.85
1746,Maruti Wagon R AMT VXI Option,2015,34000,Petrol,Automatic,First,20.51 kmpl,998,67,5,3.85
1747,Maruti Eeco 7 Seater Standard,2017,28371,Petrol,Manual,First,15.1 kmpl,1196,73,7,4.74
1748,Renault Duster 110PS Diesel RxL,2013,74755,Diesel,Manual,First,19.6 kmpl,1461,108.45,5,5.63
1749,Maruti Zen Estilo 1.1 LX BSIII,2011,25805,Petrol,Manual,First,18.2 kmpl,1061,64,5,2.62
1750,Renault Duster Petrol RxL,2015,82603,Petrol,Manual,First,13.06 kmpl,1598,102.53,5,4.9
1751,Honda Civic 2006-2010 1.8 S MT,2006,110000,Petrol,Manual,First,13.5 kmpl,1799,130,5,2.65
1752,Mahindra XUV500 W8 2WD,2012,88000,Diesel,Manual,First,16.0 kmpl,2179,140,7,5.99
1753,Mahindra Verito 1.5 D6 BSIV,2011,110000,Diesel,Manual,Second,21.0 kmpl,1461,64.1,5,2.4
1754,Renault KWID Climber 1.0 MT,2017,15000,Petrol,Manual,First,21.7 kmpl,999,67,5,4.25
1755,Porsche Cayenne Diesel,2013,70000,Diesel,Automatic,First,15.15 kmpl,2967,240,5,40
1756,Maruti Swift DDiS VDI,2008,150000,Diesel,Manual,Second,28.4 kmpl,1248,74,5,2.7
1757,Datsun GO T Option,2016,19000,Petrol,Manual,First,20.63 kmpl,1198,67,5,2.99
1758,Hyundai i20 1.2 Magna,2011,37442,Petrol,Manual,First,18.5 kmpl,1197,80,5,3.4
1759,BMW 5 Series 2013-2017 520d Luxury Line,2016,63111,Diesel,Automatic,Second,18.12 kmpl,1995,190,5,30.8
1760,Maruti Ertiga ZDI,2012,88000,Diesel,Manual,First,20.77 kmpl,1248,88.8,7,5.85
1761,Hyundai Grand i10 Magna,2014,42355,Petrol,Manual,First,18.9 kmpl,1197,82,5,4
1762,BMW 3 Series 330i,2011,75871,Petrol,Automatic,First,9.43 kmpl,2996,254,5,14.12
1763,Chevrolet Cruze LTZ,2011,65000,Diesel,Manual,First,17.9 kmpl,1998,163.7,5,4.55
1764,Mercedes-Benz M-Class ML 350 4Matic,2015,69000,Diesel,Automatic,First,0.0 kmpl,2987,165,5,38
1765,Maruti Ritz LDi,2011,79232,Diesel,Manual,First,21.1 kmpl,1248,73.9,5,2.9
1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,220000,Petrol,Automatic,Second,11.74 kmpl,1796,186,5,6
1767,Hyundai i20 1.2 Magna Executive,2016,28470,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,6.95
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,2014,9759,Petrol,Manual,First,20.3 kmpl,998,68.05,5,2.75
1769,Maruti Swift VDI,2014,75216,Diesel,Manual,First,22.9 kmpl,1248,74,5,5.1
1770,Hyundai i20 Sportz 1.2,2017,8000,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,6.75
1771,Maruti Ritz ZXi,2014,59451,Petrol,Manual,First,18.5 kmpl,1197,85.8,5,3.69
1772,Maruti Swift VDI,2013,53996,Diesel,Manual,First,22.9 kmpl,1248,74,5,5.45
1773,Honda WRV i-VTEC VX,2018,15135,Petrol,Manual,First,17.5 kmpl,1199,88.7,5,9.29
1774,Hyundai Xcent 1.2 Kappa AT S Option,2015,53000,Petrol,Automatic,Second,16.9 kmpl,1197,81.86,5,4
1775,Honda Amaze E i-Vtech,2013,40000,Petrol,Manual,First,18.0 kmpl,1198,86.7,5,2.9
1776,Hyundai Verna 1.6 SX VTVT (O),2013,21107,Petrol,Manual,First,17.1 kmpl,1591,121.3,5,5.25
1777,Honda City V MT,2014,56000,Petrol,Manual,First,16.8 kmpl,1497,116.3,5,5.75
1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,19623,Petrol,Manual,First,15.29 kmpl,1591,121.3,5,13.12
1779,Mahindra XUV500 W8 2WD,2014,70963,Diesel,Manual,First,15.1 kmpl,2179,140,7,7.83
1780,Maruti Wagon R LXI CNG,2013,25755,CNG,Manual,First,26.6 km/kg,998,58.16,5,3.15
1781,Toyota Innova 2.5 V Diesel 7-seater,2013,51450,Diesel,Manual,First,12.8 kmpl,2494,102,7,10.4
1782,Maruti Swift VDI,2012,75000,Diesel,Manual,First,22.9 kmpl,1248,74,5,4.35
1783,Maruti Wagon R VXI AMT,2017,37832,Petrol,Automatic,First,22.5 kmpl,998,67,5,5.23
1784,Hyundai Grand i10 1.2 Kappa Asta,2016,43041,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,6.01
1785,Honda Amaze VX i-DTEC,2014,97236,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,4.4
1786,BMW 3 Series 320d Highline,2010,83000,Diesel,Automatic,First,16.07 kmpl,1995,181,5,12.75
1787,Ford Figo Petrol Titanium,2011,65000,Petrol,Manual,First,15.6 kmpl,1196,70,5,2.4
1788,Volkswagen Ameo 1.2 MPI Trendline,2018,46007,Petrol,Manual,First,17.0 kmpl,1198,73.75,5,5.71
1789,Ford Ecosport 1.5 DV5 MT Trend,2015,65925,Diesel,Manual,Second,22.7 kmpl,1498,89.84,5,5.49
1790,Honda City 1.3 EXI,2004,73500,Petrol,Manual,Second,13.0 kmpl,1343,90,5,1.3
1791,Mahindra XUV500 W6 2WD,2014,55000,Diesel,Manual,First,16.0 kmpl,2179,140,7,8.5
1792,Toyota Fortuner 4x2 Manual,2012,115000,Diesel,Manual,First,13.0 kmpl,2982,168.5,7,12.99
1793,Hyundai Grand i10 1.2 Kappa Magna,2017,31184,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,5
1794,Maruti Dzire AMT ZDI Plus,2017,41747,Diesel,Automatic,First,28.4 kmpl,1248,73.75,5,9
1795,Maruti Swift VDI,2016,38143,Diesel,Manual,First,22.9 kmpl,1248,74,5,5.22
1796,Volkswagen Polo Petrol Highline 1.2L,2012,19030,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,3.8
1797,Toyota Etios Liva 1.2 VX Dual Tone,2019,20877,Petrol,Manual,First,18.16 kmpl,1197,78.9,5,7.27
1798,Maruti Swift VXI,2016,23555,Petrol,Manual,First,22.0 kmpl,1197,81.8,5,5.1
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2013,29000,Diesel,Automatic,First,14.21 kmpl,2143,203,5,29
1800,Maruti Wagon R VXI,2013,61000,Petrol,Manual,First,18.9 kmpl,998,67.1,5,2.9
1801,Tata Nano Lx BSIV,2012,4187,Petrol,Manual,First,26.0 kmpl,624,35,4,1.38
1802,Skoda Laura 1.8 TSI Ambiente,2011,46000,Petrol,Manual,First,13.4 kmpl,1798,157.8,5,5.5
1803,Volkswagen Polo GT TSI,2016,28000,Petrol,Automatic,First,17.21 kmpl,1197,103.5,5,7.25
1804,Hyundai Verna 1.6 SX,2014,83558,Diesel,Manual,First,22.32 kmpl,1582,126.32,5,6.98
1805,Tata Bolt Quadrajet XE,2017,40000,Diesel,Manual,First,22.95 kmpl,1248,74,5,5.25
1806,Hyundai EON D Lite Plus,2013,36000,Petrol,Manual,First,21.1 kmpl,814,55.2,5,1.95
1807,Audi A4 2.0 TDI 177  Premium Plus,2014,21000,Diesel,Automatic,First,17.11 kmpl,1968,174.33,5,24.5
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,62162,Diesel,Manual,First,12.99 kmpl,2494,100,7,8.31
1809,Mercedes-Benz M-Class ML 350 CDI,2012,83000,Diesel,Automatic,First,11.74 kmpl,2987,254.8,5,36
1810,Hyundai Xcent 1.1 CRDi S,2015,58000,Diesel,Manual,First,24.4 kmpl,1120,71,5,5.5
1811,Honda Accord 2.4 AT,2011,62332,Petrol,Automatic,First,11.7 kmpl,2354,177.6,5,5.89
1812,Volkswagen Vento 1.5 TDI Highline,2016,50867,Diesel,Manual,First,20.34 kmpl,1498,103.2,5,7.95
1813,Hyundai i20 Sportz Petrol,2010,73000,Petrol,Manual,First,17.0 kmpl,1197,80,5,2.75
1814,Hyundai Elantra CRDi SX,2012,98008,Diesel,Manual,First,22.7 kmpl,1582,126.24,5,6.25
1815,Ford Figo Diesel Titanium,2015,36000,Diesel,Manual,First,20.0 kmpl,1399,68.05,5,4.95
1816,Hyundai i20 1.2 Magna Executive,2019,27339,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,6.27
1817,Hyundai Verna 1.6 CRDi SX,2017,25000,Diesel,Manual,First,23.9 kmpl,1582,126.2,5,8.65
1818,Hyundai Grand i10 Asta,2014,37000,Petrol,Manual,First,18.9 kmpl,1197,82,5,3.5
1819,Audi Q5 2.0 TDI,2015,56000,Diesel,Automatic,First,14.16 kmpl,1968,174.3,5,35
1820,Maruti Swift Dzire ZXi,2015,27000,Petrol,Manual,First,17.5 kmpl,1298,85.8,5,4.45
1821,Hyundai i20 Magna,2012,37000,Petrol,Manual,First,18.5 kmpl,1197,80,5,2.65
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2017,10500,Diesel,Manual,First,25.32 kmpl,1198,77,5,4.7
1823,Hyundai Elantra 1.6 SX Option AT,2014,49000,Diesel,Automatic,First,18.23 kmpl,1582,126.2,5,8.9
1824,Jeep Compass 2.0 Limited Option Black,2017,7000,Diesel,Manual,First,17.1 kmpl,1956,170,5,17.45
1825,Maruti Vitara Brezza VDi Option,2017,71256,Diesel,Manual,First,24.3 kmpl,1248,88.5,5,9.58
1826,Toyota Corolla Altis 1.8 GL,2012,83184,Petrol,Manual,First,14.28 kmpl,1798,138.03,5,6.22
1827,Mahindra XUV500 W8 2WD,2013,87284,Diesel,Manual,First,15.1 kmpl,2179,140,7,7.8
1828,BMW X1 xDrive 20d xLine,2016,7000,Diesel,Automatic,First,20.68 kmpl,1995,190,5,27.75
1829,Hyundai i20 Magna 1.4 CRDi,2015,29000,Diesel,Manual,Second,22.54 kmpl,1396,88.73,5,7
1830,Mercedes-Benz GLE 350d,2017,33552,Diesel,Automatic,First,11.57 kmpl,2987,254.79,5,64.87
1831,Chevrolet Cruze LTZ,2013,64000,Diesel,Manual,Second,17.3 kmpl,1998,163.7,5,6.5
1832,Hyundai i20 1.2 Magna,2011,82000,Petrol,Manual,Second,18.5 kmpl,1197,80,5,2.7
1833,Honda Brio S MT,2012,70000,Petrol,Manual,Second,19.4 kmpl,1198,86.8,5,2.5
1834,Nissan Evalia 2013 XL,2013,166194,Diesel,Manual,First,19.3 kmpl,1461,84.8,7,3.9
1835,Volkswagen Polo Petrol Trendline 1.2L,2015,58000,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,3.95
1836,Hyundai i10 Sportz 1.2,2010,77000,Petrol,Manual,Second,20.36 kmpl,1197,78.9,5,2.1
1837,Chevrolet Cruze LTZ AT,2009,73204,Diesel,Automatic,Third,18.1 kmpl,1991,147.9,4,3.5
1838,Hyundai i10 Era,2007,70000,Petrol,Manual,Second,19.81 kmpl,1086,68.05,5,2
1839,Maruti Ertiga VDI,2014,79870,Diesel,Manual,First,20.77 kmpl,1248,88.76,7,5.35
1840,Honda Amaze S i-Dtech,2013,90000,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,3.8
1841,Mercedes-Benz A Class A180 Sport,2016,17000,Petrol,Automatic,First,15.5 kmpl,1595,122,5,17.25
1842,Hyundai Grand i10 1.2 Kappa Magna,2018,46493,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,5.53
1843,Hyundai i10 Sportz 1.2,2009,68000,Petrol,Manual,Third,20.36 kmpl,1197,78.9,5,1.95
1844,Maruti Swift DDiS ZDI Plus,2017,2000,Diesel,Manual,First,28.4 kmpl,1248,74,5,8.2
1845,Honda City 1.3 EXI,1999,140000,Petrol,Manual,First,13.0 kmpl,1343,90,5,0.9
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,255000,Diesel,Manual,Third,12.99 kmpl,2494,100.6,7,6.5
1847,Mini Cooper Countryman D High,2014,45535,Diesel,Automatic,First,23.8 kmpl,1998,112,5,19.41
1848,Fiat Linea T-Jet Active,2016,39228,Petrol,Manual,First,15.7 kmpl,1368,112.4,5,6.58
1849,Chevrolet Aveo 1.4 LT,2011,57000,Petrol,Manual,Second,14.49 kmpl,1399,92.7,5,2.1
1850,Hyundai i10 Era 1.1,2008,85445,Petrol,Manual,Second,19.81 kmpl,1086,68.05,5,2
1851,Hyundai Xcent 1.1 CRDi Base,2015,54000,Diesel,Manual,First,24.4 kmpl,1120,71,5,3.7
1852,Maruti Celerio VXI AT,2014,53000,Petrol,Automatic,First,23.1 kmpl,998,67.04,5,3.8
1853,Hyundai i10 Sportz,2014,60000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,3.25
1854,Renault Duster 85PS Diesel RxL,2015,65668,Diesel,Manual,First,19.87 kmpl,1461,83.8,5,5.53
1855,BMW 3 Series 320d,2011,100000,Diesel,Automatic,Second,22.69 kmpl,1995,190,5,10.9
1856,Hyundai Grand i10 Sportz,2018,1800,Petrol,Manual,First,18.9 kmpl,1197,82,5,5.1
1857,Hyundai Santro DX,2007,96000,Petrol,Manual,Second,0.0 kmpl,999,null ,5,2.2
1858,Chevrolet Spark 1.0 LS,2009,44200,Petrol,Manual,Second,18.0 kmpl,995,62,5,1.6
1859,Honda City i VTEC VX Option,2018,14000,Petrol,Manual,First,17.4 kmpl,1497,117.3,5,11.25
1860,Volkswagen Vento Diesel Highline,2013,720000,Diesel,Manual,First,20.54 kmpl,1598,103.6,5,5.9
1861,Toyota Fortuner 4x2 4 Speed AT,2012,73000,Diesel,Automatic,First,11.5 kmpl,2982,169,7,14.4
1862,Honda City 1.5 S MT,2011,68000,Petrol,Manual,First,17.0 kmpl,1497,118,5,3.6
1863,BMW 5 Series 2013-2017 520d Luxury Line,2017,19543,Diesel,Automatic,First,18.12 kmpl,1995,190,5,40.5
1864,Audi Q5 30 TDI quattro Premium Plus,2014,38000,Diesel,Automatic,Second,14.16 kmpl,1968,174.3,5,38.95
1865,Maruti Ritz LDi,2014,32805,Diesel,Manual,First,23.2 kmpl,1248,73.94,5,3.6
1866,Volkswagen Vento 1.5 TDI Highline AT,2016,44782,Diesel,Automatic,First,21.21 kmpl,1498,103.2,5,7.12
1867,Honda City i DTEC SV,2016,55700,Diesel,Manual,First,26.0 kmpl,1498,98.6,5,7.52
1868,Audi A4 New 2.0 TDI Multitronic,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968,140.8,5,10.35
1869,Skoda Rapid 1.6 MPI Elegance,2014,56000,Petrol,Manual,First,15.0 kmpl,1598,103.52,5,7
1870,Toyota Fortuner 3.0 Diesel,2011,60000,Diesel,Manual,First,11.5 kmpl,2982,171,7,10.85
1871,Chevrolet Optra Magnum 2.0 LT BS3,2010,78563,Diesel,Manual,First,16.52 kmpl,1991,123.7,5,2.35
1872,Maruti Eeco 7 Seater Standard,2014,34669,Petrol,Manual,First,15.1 kmpl,1196,73,7,2.9
1873,Maruti Ciaz ZXi,2017,17000,Petrol,Manual,First,20.73 kmpl,1373,91.1,5,7.65
1874,Maruti Ciaz VDi Plus SHVS,2016,66000,Diesel,Manual,First,28.09 kmpl,1248,88.5,5,6.4
1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,2014,102418,Diesel,Manual,First,12.99 kmpl,2494,100.6,7,10.1
1876,Maruti Swift Dzire VXI,2014,48800,Petrol,Manual,First,19.1 kmpl,1197,85.8,5,4.25
1877,Toyota Innova Crysta 2.8 GX AT,2019,10601,Diesel,Automatic,First,11.36 kmpl,2755,171.5,7,19.65
1878,Tata Indica V2 eLX,2017,8200,Diesel,Manual,First,25.0 kmpl,1396,69,5,4.4
1879,Hyundai i20 Magna,2012,100000,Petrol,Manual,First,18.5 kmpl,1197,82.85,5,3.25
1880,Ford Fiesta 1.4 Duratorq ZXI,2012,78000,Diesel,Manual,First,17.8 kmpl,1399,68,5,2.8
1881,Chevrolet Enjoy 1.3 TCDi LS 8,2015,50000,Diesel,Manual,First,18.2 kmpl,1248,73.74,8,4.3
1882,Ford Fiesta 1.4 Duratorq EXI,2006,89327,Diesel,Manual,Third,17.8 kmpl,1399,68,5,1.55
1883,Honda CR-V 2.4 MT,2007,98000,Petrol,Manual,Second,10.8 kmpl,2354,152,5,4.7
1884,Honda Jazz 1.2 VX i VTEC,2017,24700,Petrol,Manual,First,18.7 kmpl,1199,88.7,5,7.07
1885,Mercedes-Benz GLS 350d Grand Edition,2018,6000,Diesel,Automatic,First,11.0 kmpl,2987,258,7,79
1886,Hyundai Grand i10 1.2 Kappa Sportz,2018,9434,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,5.75
1887,Maruti Ritz VXi,2012,29000,Petrol,Manual,First,18.5 kmpl,1197,85.8,5,3.25
1888,Volkswagen Ameo 1.5 TDI Highline AT,2017,22440,Diesel,Automatic,First,22.0 kmpl,1498,108.495,5,8.89
1889,Honda City i VTEC SV,2015,73070,Petrol,Manual,First,17.4 kmpl,1497,117.3,5,5.9
1890,Honda Jazz 1.2 S i VTEC,2016,21771,Petrol,Manual,First,18.7 kmpl,1199,88.7,5,4.95
1891,Maruti Swift Ldi BSIV,2014,62000,Diesel,Manual,First,17.8 kmpl,1248,75,5,3.75
1892,Hyundai Creta 1.6 CRDi AT SX Plus,2017,37024,Diesel,Automatic,First,17.01 kmpl,1582,126.2,5,10.97
1893,Audi A7 2011-2015 3.0 TDI Quattro,2014,60336,Diesel,Automatic,Second,14.4 kmpl,2967,241.4,5,24.94
1894,Hyundai EON D Lite Plus,2014,26008,Petrol,Manual,First,21.1 kmpl,814,55.2,5,1.97
1895,Ford Figo Diesel EXI,2010,90000,Diesel,Manual,Second,20.0 kmpl,1399,68,5,1.4
1896,Volkswagen Ameo 1.2 MPI Highline,2018,35569,Petrol,Manual,First,17.0 kmpl,1198,73.75,5,7.27
1897,Renault Scala Diesel RxL,2013,40000,Diesel,Manual,First,21.64 kmpl,1461,84.8,5,4
1898,Honda Jazz 1.2 V i VTEC,2015,45000,Petrol,Manual,First,18.7 kmpl,1199,88.7,5,4.75
1899,Hyundai i20 1.2 Sportz,2015,42000,Petrol,Manual,First,17.0 kmpl,1197,80,5,5.1
1900,Audi A4 3.0 TDI Quattro Premium,2012,46913,Diesel,Automatic,First,14.94 kmpl,2967,241.4,5,16.11
1901,Mahindra Ssangyong Rexton RX7,2014,62000,Diesel,Automatic,First,11.18 kmpl,2696,184,7,10.55
1902,Toyota Fortuner 2.8 2WD AT,2017,15000,Diesel,Automatic,First,12.9 kmpl,2755,174.5,7,30
1903,Skoda Octavia Classic 1.9 TDI MT,2002,69000,Diesel,Manual,First,18.7 kmpl,1896,66,5,1.6
1904,Mercedes-Benz New C-Class 250 CDI Classic,2012,41367,Diesel,Automatic,First,15.8 kmpl,2148,170,5,18.49
1905,Maruti Ciaz 1.4 Zeta,2018,15982,Petrol,Manual,First,20.73 kmpl,1373,91.1,5,9.96
1906,Maruti Swift ZDi,2013,99595,Diesel,Manual,Second,22.9 kmpl,1248,74,5,4.75
1907,Toyota Qualis FS B3,2002,63000,Diesel,Manual,Third,13.1 kmpl,2446,75,10,3.65
1908,BMW 5 Series 2007-2010 525d Sedan,2012,49000,Diesel,Automatic,Second,16.73 kmpl,2495,218,5,15.5
1909,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,2013,48272,Diesel,Manual,First,10.5 kmpl,2835,116.9,6,11.82
1910,Toyota Corolla H2,2008,63000,Petrol,Manual,First,13.4 kmpl,1794,125,5,2.05
1911,Maruti Wagon R LXI CNG,2016,77000,CNG,Manual,First,26.6 km/kg,998,58.16,5,3.3
1912,Maruti Omni E MPI STD BS IV,2013,11734,Petrol,Manual,First,16.8 kmpl,796,34.2,8,2.25
1913,Audi A6 2011-2015 2.0 TDI,2014,62012,Diesel,Automatic,First,17.68 kmpl,1968,174.33,5,20.12
1914,Hyundai Xcent 1.2 Kappa S Option CNG,2017,46000,CNG,Manual,First,25.0 km/kg,1197,81.86,5,4.95
1915,Honda Jazz 1.5 S i DTEC,2016,45449,Diesel,Manual,First,27.3 kmpl,1498,98.6,5,7.48
1916,Mercedes-Benz E-Class 200 Kompressor Elegance,2004,85000,Petrol,Automatic,Second,10.5 kmpl,1796,157.7,5,5.5
1917,Honda City 1.5 EXI,2005,88000,Petrol,Manual,Second,13.0 kmpl,1493,100,90,1.7
1918,Audi A4 2.0 TDI,2013,45330,Diesel,Automatic,First,16.55 kmpl,1968,147.51,5,13.19
1919,Maruti Swift Dzire VXI,2012,88000,Petrol,Manual,First,19.1 kmpl,1197,85.8,5,3.85
1920,Maruti Dzire VDI,2016,45376,Diesel,Manual,First,28.4 kmpl,1248,73.75,5,5.75
1921,Mahindra XUV500 W8 4WD,2014,81000,Diesel,Manual,First,15.1 kmpl,2179,140,7,9
1922,Chevrolet Beat LT,2012,83381,Petrol,Manual,First,18.6 kmpl,1199,79.4,5,2.21
1923,Ford EcoSport 1.5 Diesel Titanium Plus,2017,78526,Diesel,Manual,First,23.0 kmpl,1498,98.96,5,8.09
1924,BMW 5 Series 2013-2017 530d M Sport,2017,27313,Diesel,Automatic,First,14.69 kmpl,2993,258,5,48.63
1925,Audi Q5 30 TDI quattro Premium Plus,2015,42747,Diesel,Automatic,Second,14.16 kmpl,1968,174.3,5,39.47
1926,BMW X1 sDrive 20d xLine,2015,42265,Diesel,Automatic,Second,20.68 kmpl,1995,190,5,22.24
1927,Hyundai i10 Magna AT,2009,21000,Petrol,Automatic,First,19.2 kmpl,1197,80,5,2.6
1928,Hyundai Creta 1.6 CRDi AT SX Plus,2016,55100,Diesel,Automatic,First,17.01 kmpl,1582,126.2,5,12
1929,Audi A4 2.0 TDI 177  Premium Plus,2014,70000,Diesel,Automatic,First,17.11 kmpl,1968,174.33,5,18
1930,Mercedes-Benz S Class 2005 2013 S 350 L,2007,55000,Petrol,Automatic,Third,10.13 kmpl,3498,364.9,5,9.99
1931,Hyundai i10 Magna,2012,58235,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,2.45
1932,Ford EcoSport 1.5 Diesel Titanium,2017,26000,Diesel,Manual,First,23.0 kmpl,1498,98.96,5,8.99
1933,Volkswagen Vento Diesel Highline,2011,35000,Diesel,Manual,First,20.54 kmpl,1598,103.6,5,3.15
1934,Maruti Dzire ZDI Plus,2017,24000,Diesel,Manual,First,28.4 kmpl,1248,73.75,5,8.2
1935,Mahindra Scorpio 1.99 S10,2016,98000,Diesel,Manual,First,15.4 kmpl,1997,120,7,11.5
1936,Hyundai i20 Asta 1.4 CRDi,2016,44487,Diesel,Manual,First,22.54 kmpl,1396,88.73,5,7.3
1937,Maruti Alto LXi,2008,65000,Petrol,Manual,First,19.7 kmpl,796,46.3,5,1.59
1938,Hyundai i10 Magna,2015,34951,Petrol,Manual,Second,20.36 kmpl,1197,78.9,5,3.15
1939,Mahindra Scorpio S6 7 Seater,2015,52373,Diesel,Manual,Second,15.4 kmpl,2179,120,7,8.5
1940,Skoda Fabia 1.2L Diesel Classic,2010,66285,Diesel,Manual,First,19.5 kmpl,1199,75,5,3
1941,BMW X5 xDrive 30d,2012,66000,Diesel,Automatic,First,15.3 kmpl,2993,258,5,21
1942,Honda Jazz 1.5 S i DTEC,2016,43000,Diesel,Manual,First,27.3 kmpl,1498,98.6,5,7.75
1943,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,45200,Diesel,Automatic,First,10.0 kmpl,2148,170,5,23
1944,Mahindra XUV500 AT W10 FWD,2016,41000,Diesel,Automatic,First,16.0 kmpl,2179,140,7,13.75
1945,Honda City i VTEC CVT SV,2017,39430,Petrol,Automatic,First,18.0 kmpl,1497,117.3,5,8.29
1946,Maruti Swift VDI,2014,83274,Diesel,Manual,First,22.9 kmpl,1248,74,5,5.79
1947,Mercedes-Benz New C-Class 220 CDI AT,2017,32324,Diesel,Automatic,First,14.84 kmpl,2143,170,5,30.5
1948,Honda City 1.5 S MT,2011,49999,Petrol,Manual,First,17.0 kmpl,1497,118,5,3.8
1949,Tata Sumo EX,2014,66000,Diesel,Manual,First,15.3 kmpl,2956,83.8,7,4.45
1950,Hyundai i20 Magna,2012,54000,Petrol,Manual,First,18.5 kmpl,1197,82.85,5,3.3
1951,Fiat Linea 1.3 Dynamic,2009,80000,Diesel,Manual,Second,20.4 kmpl,1248,91.2,5,1.75
1952,Honda Civic 2006-2010 1.8 V AT,2011,72000,Petrol,Automatic,Second,12.9 kmpl,1799,130,5,5.5
1953,Hyundai Creta 1.6 SX Plus Diesel,2017,44865,Diesel,Manual,First,19.67 kmpl,1582,126.2,5,13.35
1954,Audi A3 35 TDI Technology,2017,22000,Diesel,Automatic,Second,20.38 kmpl,1968,143,5,22.5
1955,Hyundai Verna VTVT 1.6 SX Option,2013,57478,Petrol,Manual,Second,17.0 kmpl,1591,121.3,5,5.25
1956,Hyundai i20 1.4 CRDi Magna,2011,75000,Diesel,Manual,First,21.9 kmpl,1396,90,5,3.75
1957,Honda Mobilio S i DTEC,2015,50624,Diesel,Manual,First,24.2 kmpl,1498,98.6,7,6.32
1958,Hyundai Verna 1.6 SX CRDI (O) AT,2018,75000,Diesel,Automatic,First,22.32 kmpl,1582,126.32,5,7.75
1959,Ford Fiesta 1.6 ZXI Duratec,2006,87000,Petrol,Manual,Second,15.3 kmpl,1596,101,5,1.37
1960,Hyundai i10 Sportz 1.2,2010,62000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,2.1
1961,Maruti Vitara Brezza ZDi,2016,41372,Diesel,Manual,First,24.3 kmpl,1248,88.5,5,9.3
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,70000,Diesel,Manual,First,12.99 kmpl,2494,100.6,7,12
1963,Mercedes-Benz GLA Class 200 d Sport,2017,35000,Diesel,Automatic,First,17.9 kmpl,2143,136,5,23.5
1964,Maruti Alto LXi BSIII,2006,71993,Petrol,Manual,First,19.7 kmpl,796,46.3,5,1.8
1965,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2013,62000,Diesel,Automatic,Second,14.84 kmpl,2143,170,5,12.5
1966,Maruti Swift LDI,2015,51000,Diesel,Manual,First,22.9 kmpl,1248,74,5,4.74
1967,Hyundai Grand i10 Sportz,2016,26038,Petrol,Manual,First,18.9 kmpl,1197,82,5,5.43
