Customer_id,International plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Attrition
1911,No,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,FALSE
1912,No,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,FALSE
1913,No,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,TRUE
1914,No,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,FALSE
1915,No,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,FALSE
1916,No,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,FALSE
1917,No,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,FALSE
1918,No,150.1,120,25.52,200.1,85,17.01,266.7,105,12,11,3,2.97,2,FALSE
1919,No,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,FALSE
1920,No,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,TRUE
1921,No,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,FALSE
1922,No,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,FALSE
1923,No,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,FALSE
1924,No,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,1,FALSE
1925,No,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,FALSE
1926,No,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,FALSE
1927,No,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,FALSE
1928,No,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,FALSE
1929,No,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,FALSE
1930,No,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,FALSE
1931,No,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1,FALSE
1932,Yes,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,FALSE
1933,No,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1,FALSE
1934,No,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,TRUE
1935,No,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,TRUE
1936,Yes,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,TRUE
1937,No,102,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,FALSE
1938,No,218.7,104,37.18,155,144,13.18,99,117,4.46,12.1,4,3.27,1,FALSE
1939,No,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,FALSE
1940,No,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,TRUE
1941,No,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,FALSE
1942,No,199.2,124,33.86,126,86,10.71,289.2,135,13.01,7.6,3,2.05,1,FALSE
1943,No,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,FALSE
1944,No,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,FALSE
1945,No,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,FALSE
1946,No,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,FALSE
1947,No,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,FALSE
1948,No,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,FALSE
1949,No,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84,1,FALSE
1950,No,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,FALSE
1951,No,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,4,TRUE
1952,Yes,129.3,123,21.98,176.5,114,15,154.5,102,6.95,9.6,7,2.59,1,FALSE
1953,No,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,1,FALSE
1954,No,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,FALSE
1955,No,238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,TRUE
1956,No,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,FALSE
1957,No,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4,3,FALSE
1958,No,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,FALSE
1959,No,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35,3,FALSE
1960,No,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,FALSE
1961,No,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,FALSE
1962,No,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3,3,FALSE
1963,No,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,FALSE
1964,No,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,FALSE
1965,No,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,1,FALSE
1966,No,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1,TRUE
1967,No,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54,1,FALSE
1968,No,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,FALSE
1969,No,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8,6,2.16,1,FALSE
1970,No,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,FALSE
1971,No,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5,FALSE
1972,No,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9,4,2.43,1,FALSE
1973,No,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,FALSE
1974,No,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,FALSE
1975,No,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,TRUE
1976,No,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,FALSE
1977,No,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,FALSE
1978,Yes,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,TRUE
1979,Yes,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,TRUE
1980,No,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,1,FALSE
1981,No,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,FALSE
1982,No,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,FALSE
1983,No,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,FALSE
1984,No,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,FALSE
1985,No,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,TRUE
1986,No,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,FALSE
1987,No,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,FALSE
1988,No,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,FALSE
1989,No,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,FALSE
1990,No,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24,2,FALSE
1991,No,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,FALSE
1992,No,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,FALSE
1993,No,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,FALSE
1994,No,216.3,96,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22,0,FALSE
1995,No,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,FALSE
1996,No,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,FALSE
1997,No,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,FALSE
1998,No,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,FALSE
1999,No,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,FALSE
2000,No,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,0,FALSE
2001,No,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,FALSE
